facilityId,facilityname,ownership,facilityTypeId,scheme,areaAcres,latitude,longitude,address,statusId,remarks,operatingHoursFrom,operatingHoursTo,sun,mon,tue,wed,thu,fri,sat,additionalDetails,createdBy,createdOn,updatedBy,updatedOn,deletedBy,deletedOn,createdAt,updatedAt,helpNumber,about,facility_type
20,"Bhubaneswar Football Academy",,2,,11.173,20.2609,85.8307,"Kharavela Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
21,"Bhubaneswar Railway Parking",,2,,1.432,20.2689,85.8446,"Kharavela Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
22,"Children's And Jogger's Park",BMC,1,BMC,0.377,20.2812,85.8592,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
23,"BJB Nagar Field",,2,,0.677,20.2503,85.8433,"BJB Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
24,"Baramunda Cenus Colony Park - North",BMC,1,BMC,0.181,20.2786,85.7945,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
25,"Maitri Vihar Park",BMC,1,BMC,0.168,20.3114,85.8153,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
26,"Shailashree Vihar Phase VI, VIM 683",BMC,1,BMC,0.511,20.3364,85.8076,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
27,"Kharvela Park",BDA,1,BDA,15.987,20.256,85.7849,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
28,"Shailashree Vihar Phase VI, VIM 764",BMC,1,BMC,0.553,20.3363,85.8089,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
29,"K - 5, Kalinga Vihar Ground",,2,,0.471,20.2483,85.7562,Baramunda,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
30,"Rajiv Nagar Park, Aiginia",BMC,1,AMRUT,0.423,20.2482,85.7817,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
31,"G.L. Colony Park - VSS Nagar","BMC - List provided by GA",1,"BMC - List provided by GA",0.041,20.3045,85.8469,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
32,"Biju Patnaik (Forest) Park",BDA,1,"10 Park Improvement",26.885,20.2581,85.8254,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
33,"K2 Field",,2,,0.623,20.2703,85.7561,Baramunda,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
34,"Kelucharan Mahapatra Park",BDA,1,BDA,24.866,20.329,85.8287,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
35,"Kalinga Bidyamandir",,2,,0.24,20.2973,85.8067,"Jayadev Vihar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
36,"Saheed Nagar Sports Complex",,2,,0.805,20.2868,85.8447,"Saheed Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
37,"Kalinga Cricket Club Ground",,2,,3.416,20.2549,85.7559,Baramunda,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
38,"Kalinga Sports Club Field",,2,,1.671,20.2908,85.8186,Nayapalli,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
39,"Loyala School Ground",,2,,6.296,20.3059,85.8123,"Jayadev Vihar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
40,"Kalinga Stadium, Bhubaneswar",,2,,106.171,20.2902,85.8234,Nayapalli,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
41,"Buxi Jagabandhu Vidya Mandir, Pahala",,2,,0.068,20.3439,85.8871,Johal,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
42,"BDA Jogging Park - Niladri Vihar",BMC,1,AMRUT,1.064,20.328,85.8025,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
43,"M.B.S Public School, Unit - 3",,2,,0.169,20.2794,85.8364,"Bhoi Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
44,"Pragyan Vihar BDA Park",BDA,1,BDA,1.531,20.2762,85.7935,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
45,"Carrom Field",,2,,0.553,20.275,85.8134,"Gopabandhu Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
46,"KCC playground",,2,,1.21,20.2918,85.81,"Jayadev Vihar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
47,"St. Joseph High School, Unit - 3",,2,,2.035,20.2799,85.843,"Bhoi Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
48,"City Womens College",,2,,0.441,20.2641,85.8306,"Kharavela Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
49,"CSIR - IMMT Ground",,2,,4.698,20.2992,85.8281,Samantapuri,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
50,"Kendriya Vidyalaya - 1 (A)",,2,,2.006,20.2821,85.843,"Bhoi Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
51,"Maharishi Public School Playground",,2,,0.251,20.2952,85.805,"Jayadev Vihar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
52,"BDA OMC Park",BDA,1,"Smart City",0.58,20.2896,85.8502,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
53,"Debray College Field and Mini Stadium",,2,,2.198,20.283,85.8158,Nayapalli,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
54,"SAI International School",,2,,3.693,20.3452,85.8155,Patia,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
55,"Veer Srendra Sai Statue Park",BMC,1,BMC,0.229,20.3037,85.8486,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
56,"Maharishi Vidya Mandir, Delta Area",,2,,0.142,20.2746,85.8041,"Paika Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
57,"DM School Playground",,2,,1.918,20.2893,85.8338,"Madhusudan Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
58,"Dumduma Youth Club Ground",,2,,2.176,20.2468,85.7938,Dumduma,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
59,"Durga Mata Mandap Ground",,2,,1.24,20.3186,85.813,Damana,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
60,"Buddha Jayanti Park",BDA,1,BDA,33.489,20.3242,85.8072,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
61,"Mahaveer Sports Ground",,2,,7.558,20.2375,85.7643,Aiginia,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
62,"Ekalabya Sishu Vidyamandir",,2,,0.057,20.2912,85.777,Baramunda,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
63,"BRIT Colony Park - 5, Nayapalli",BDA,1,AMRUT,0.153,20.2833,85.8119,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
64,"GA Colony Club",,2,,0.45,20.3061,85.7751,Baramunda,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
65,"Sivananda Centenary Boys High School",,2,,4.412,20.2553,85.7821,Aiginia,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
66,"Gas Field",,2,,2.206,20.2382,85.8501,Nuagaon,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
67,"Power House Colony Upper Primary School",,2,,0.031,20.2738,85.8231,"Gopabandhu Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
68,"Gopabandhu Ground",,2,,2.304,20.2732,85.8148,"Gopabandhu Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
69,"Maruti Play Ground",,2,,2.392,20.2581,85.7907,Jagamara,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
70,"Governement Ashram School, Nayapalli",,2,,0.587,20.2868,85.8292,"Madhusudan Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
71,"BMC Park Phase 2","BMC - List provided by GA",1,"BMC - List provided by GA",1.111,20.2417,85.7908,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
72,"Vivekananda Siksha Kendra, Laxmisagar",,2,,0.103,20.27,85.8562,Jharpada,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
73,"Government Polytechnic Playground",,2,,1.646,20.3102,85.8112,"Jayadev Vihar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
74,"Ranganath Park",BMC,1,BMC,0.196,20.323,85.8438,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
75,"Gurunanak Public School",,2,,0.115,20.2742,85.8425,"Bhoi Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
76,"Nehru Park","CDP- Landuse",1,"CDP- Landuse",1.117,20.2679,85.8415,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
77,"MIG Park, Arya Vihar",,2,,0.24,20.3318,85.8108,Damana,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
78,"Hockey Statdium, Pokhariput",,2,,3.383,20.2392,85.8096,Pokhariput,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
79,"Ashok Nagar - Shishu Vihar Park (Unit II)",BDA,1,BDA,0.78,20.2665,85.8366,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
80,"Santanu English Medium School, Chintamaniswar",,2,,0.428,20.2625,85.8463,Laxmisagar,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
81,"Triangular Park",BDA,1,"Smart City",0.161,20.2945,85.8435,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
82,"St. Joseph School, Bharatpur",,2,,0.527,20.2913,85.7785,Baramunda,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
83,"IRC Village (S - 1) Primary School",,2,,0.9,20.2893,85.8084,"Jayadev Vihar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
84,"Jaydev College Field",,2,,3.682,20.3285,85.8709,Johal,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
85,"Vivekananda Siksha Kendra, Unit - 4",,2,,0.101,20.2848,85.8316,"Madhusudan Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
86,"Nargoda Patia",,2,,1.91,20.2447,85.7464,Baramunda,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
87,"O.S.E.B. Colony Upper Primary School",,2,,0.082,20.2941,85.837,"Bhoi Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
88,"Jai Prakash Narayan Park","CDP- Landuse",1,"CDP- Landuse",0.873,20.2684,85.8418,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
89,"Nayagram Primary School",,2,,0.041,20.2143,85.8385,Kapileswar,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
90,"State Capital Nursery","CDP- Landuse",1,"CDP- Landuse",5.592,20.2667,85.835,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
91,"Dr. Shyama Prasad Mukherjee Park",BDA,1,BDA,4.417,20.2964,85.8488,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
92,"Krushi Vihar Park",BMC,1,BMC,0.668,20.272,85.8098,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
93,"Saraswati Siksha Kendra, BDA Colony",,2,,0.27,20.3182,85.8157,Damana,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
94,"Pragati Sporting",,2,,0.695,20.2665,85.8252,"Madhusudan Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
95,"Smrutivan Botanical Garden","CDP - Landuse",1,"CDP - Landuse",250.948,20.2479,85.7608,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
96,"Kanan Vihar Phase - 1 Park","BMC - List provided by GA",1,"BMC - List provided by GA",2.715,20.3415,85.8242,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
97,"Netaji English Medium School, Laxmisagar",,2,,0.225,20.2648,85.8577,Laxmisagar,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
98,"Odisha Football Academy",,2,,17.442,20.3113,85.8219,Samantapuri,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
99,"SOS Children's Village, Kalinga Studio",,2,,1.178,20.2866,85.7762,Baramunda,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
100,"VSK, BDA Colony, Chandrasekharpur",,2,,0.18,20.3186,85.8162,Damana,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
101,"O.D.M Public School",,2,,0.449,20.3455,85.8181,Patia,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
